"","city","type","full_name","specialization","number_teachers","number_places","number_free_places","address","phone","site","email","lon","lat","coord"
"97","Одеса","ЗНЗ","Одеський навчально-виховний комплекс № 13 ""Загальноосвітня школа І-ІІІ ступенів – гімназія"" Одеської міської ради Одеської області","спеціалізований заклад","104",1897,"0","65069, вул. Кримська, 62а","758-33-22",NA,"odessa.school13@gmail.com",30.7888359,46.5778525,"46.5778525:30.7888359"
"98","Одеса","ЗНЗ","Одеська загальноосвітня школа № 14 І-ІІІ ступенів Одеської міської ради Одеської області","загальноосвітній заклад","75",1315,"0","65086, вул. Кримська, 56а","755-39-14",NA,"os14od@breezein.net",30.7900011,46.5786941,"46.5786941:30.7900011"
"99","Одеса","ЗНЗ","Одеська загальноосвітня школа № 15 І-ІІІ ступенів Одеської міської ради Одеської області","загальноосвітній заклад","73",1150,"0","65025, вул. Кримська. 80а","716-68-22",NA,"nasha-shkola15@yandex.ua",30.7953376,46.5831408,"46.5831408:30.7953376"
"100","Одеса","ЗНЗ","Одеська спеціалізована школа № 17 І-ІІІ ступенів з поглибленим вивченням англійської мови Одеської міськоїради Одеської області","спеціалізований заклад","75",883,"0","65111, вул. Махачкалинська, 7","52-87-28",NA,"araarm@ukr.net",-92.109435,38.5487983,"38.5487983:-92.109435"
"101","Одеса","ЗНЗ","Одеська загальноосвітня школа № 22 І-ІІІ ступенів Одеської міської ради Одеської області","загальноосвітній заклад","77",1292,"0","65111, вул. Махачкалинська, 4","752-34-46",NA,"school22od@ukr.net",-92.109435,38.5487983,"38.5487983:-92.109435"
"102","Одеса","ЗНЗ","Одеська загальноосвітня школа № 23 І-ІІІ ступенів Одеської міської ради Одеської області","загальноосвітній заклад","50",741,"0","65102, вул. Миколаївська дорога, 283","756-56-62",NA,"school23.odessa@gmail.com",30.7555289,46.5512131,"46.5512131:30.7555289"
"103","Одеса","ЗНЗ","Одеський навчально-виховний комплекс ""Морський ліцей – загальноосвітня школа № 24 І-ІІІ ступенів"" Одеської міської ради Одеської області","спеціалізований заклад","63",921,"0","65025, вул. Ак. Заболотного, 38а","751-09-65",NA,"marine.liceum@gmail.com",30.7873929,46.581924,"46.581924:30.7873929"
"104","Одеса","ЗНЗ","Одеська загальноосвітня школа № 30 І-ІІІ ступенів Одеської міської ради Одеської області","загальноосвітній заклад","29",453,"0","65013, вул. Чорноморського козацтва, 175","778-64-39",NA,"school-30-odessa@ukr.net",30.7316,46.53085,"46.53085:30.7316"
"105","Одеса","ЗНЗ","Одеська спеціалізована школа № 40 І-ІІІ ступенів Одеської міської ради Одеської області","спеціалізований заклад","84",1373,"0","65025, вул. Затонського, 15а","52-32-78",NA,"oss40maket@gmail.com",27.6406329,49.3905781,"49.3905781:27.6406329"
"106","Одеса","ЗНЗ","Одеська загальноосвітня школа № 41 І-ІІІ ступенів Одеської міської ради Одеської області","загальноосвітній заклад","19",227,"10","65042, площа Мічуріна, 9","720-32-64",NA,"school-41planet@ukr.net",30.7116527,46.5401999,"46.5401999:30.7116527"
"107","Одеса","ЗНЗ","Одеська загальноосвітня школа № 44 І-ІІІ ступенів Одеської міської ради Одеської області","загальноосвітній заклад","63",1292,"0","65069, вул. Героїв Сталінграду, 36","755-92-08",NA,"zosh4422@gmail.com",35.162506,47.820871,"47.820871:35.162506"
"108","Одеса","ЗНЗ","Одеська загальноосвітня школа № 48 І-ІІІ ступенів Одеської міської ради Одеської області","загальноосвітній заклад","51",682,"0","65059, вул. 11 лінія, 2","755-93-60",NA,"school-48@ukr.net",32.068622,46.958646,"46.958646:32.068622"
"109","Одеса","ЗНЗ","Одеський навчально-виховний комплекс № 49 ""Спеціалізована школа – загальноосвітня школа І-ІІІ ступенів ""","спеціалізований заклад","98",1546,"0","65117, вул. Затонського, 12","751-20-93",NA,"Nvk_number_49@ukr.net",27.6406329,49.3905781,"49.3905781:27.6406329"
"110","Одеса","ЗНЗ","Одеська загальноосвітня школа № 61 І-ІІІ ступенів Одеської міської ради Одеської області","загальноосвітній заклад","49",809,"0","65031, вул. Ак. Воробйова, 20/1","720-21-14",NA,"odessa_school_61@ukr.net",30.694934,46.485562,"46.485562:30.694934"
"111","Одеса","ЗНЗ","Одеська загальноосвітня школа № 66 І-ІІІ ступенів Одеської міської ради Одеської області","загальноосвітній заклад","33",321,"0","65003, вул. Отамана Головатого, 94","778-61-07",NA,"66_1949@ukr.net",30.7220205,46.5128735,"46.5128735:30.7220205"
"112","Одеса","ЗНЗ","Одеський навчально-виховний комплекс № 67 ""Загальноосвітня школа І-ІІІ ступенів- ліцей"" Одеської міської ради Одеської області","спеціалізований заклад","69",954,"0","65111, вул. Ген. Бочарова, 14а","758-18-45",NA,"onvk67@ukr.net",-92.109435,38.5487983,"38.5487983:-92.109435"
"113","Одеса","ЗНЗ","Одеська загальноосвітня школа № 71 І-ІІІ ступенів Одеської міської ради Одеської області","загальноосвітній заклад","51",667,"0","65111, вул. Паустовського, 17а","755-62-22",NA,"school-odessa71@ukr.net",-92.109435,38.5487983,"38.5487983:-92.109435"
"114","Одеса","ЗНЗ","Одеська загальноосвітня школа № 73 І-ІІІ ступенів Одеської міської ради Одеської області","загальноосвітній заклад","65",1449,"0","65123, вул. Висоцького, 16","751-68-82",NA,"school73@meta.ua",27.0164578,49.4662214,"49.4662214:27.0164578"
"115","Одеса","ЗНЗ","Одеська загальноосвітня школа № 76 І-ІІІ ступенів Одеської міської ради Одеської області","загальноосвітній заклад","37",579,"0","65006, вул. Ак. Воробйова, 26","720-09-06",NA,"school762015@mail.ua",30.695778,46.493198,"46.493198:30.695778"
"116","Одеса","ЗНЗ","Одеська загальноосвітня школа № 92 І-ІІІ ступенів Одеської міської ради Одеської області","загальноосвітній заклад","74",1140,"0","65123, вул. Ген. Бочарова, 67","751-68-98",NA,"odeskazosh.92@gmail.com",NA,NA,"NA:NA"
"117","Одеса","ЗНЗ","Одеська загальноосвітня школа № 113 І-ІІІ ступенів Одеської міської ради Одеської області","загальноосвітній заклад","34",380,"0","65003, вул. Чорноморського козацтва, 7","723-32-16",NA,"school113@3g.ua",29.5533568,47.7249415,"47.7249415:29.5533568"
"118","Одеса","ЗНЗ","Одеська загальноосвітня школа № 125 І-ІІІ ступенів Одеської міської ради Одеської області","загальноосвітній заклад","15",448,"19","65055, вул. Кругова, 1","778-16-50",NA,"school125@ukr.net",38.8108791,48.4638743,"48.4638743:38.8108791"
"119","Одеса","ЗНЗ","Одеська загальноосвітня школа № 127 І-ІІ ступенів Одеської міської ради Одеської області","загальноосвітній заклад","19",116,"58","65041, вул. Хаджибеївська дорога, 32е","787-48-85",NA,"ozosh127@mail.ua",-91.4821482,38.6016779,"38.6016779:-91.4821482"
"120","Одеса","ЗНЗ","Одеський навчально – виховний комплекс «Дошкільний навчальний заклад – загальноосвітня школа І ступеня» № 187» Одеської міської ради Одеської області","спеціалізований заклад","26",117,"0","65096, вул. Посівна, 11","723-33-12",NA,"odesskinvk@gmail.com",30.716562,46.552131,"46.552131:30.716562"
"121","Одеса","ЗНЗ","Одеський спеціальний навчально – виховний комплекс № 241 «Волошки» «Дошкільний навчальний заклад – школа компенсуючого типу – загальноосвітня школа І ступеня» Одеської міської ради Одеської області","спеціалізований заклад","38",50,"0","65111, вул. Махачкалинська, 5А","751-12-58",NA,"voloshki.241@yandex.ua",-92.109435,38.5487983,"38.5487983:-92.109435"
"122","Одеса","ЗНЗ","Одеський навчально – виховний комплекс № 292 «Дошкільний навчальний заклад – спеціалізована школа І ступеня з поглибленим вивченням англійської мови» Одеської міської ради Одеської області","спеціалізований заклад","37",113,"0","65069, вул. Ак. Заболотного, 35А","755-88-01",NA,"nvk292@ukr.net",30.7927519,46.5771786,"46.5771786:30.7927519"
"123","Одеса","ЗНЗ","Одеський санаторний навчально – виховний комплекс № 313 «Дошкільний навчальний заклад компенсуючого типу – загальноосвітня школа І ступеня» Одеської міської ради Одеської області","спеціалізований заклад","33",121,"0","65069, вул. Капітана Кузнецова, 101","755-28-24",NA,"sad313@mail.ua",30.785115,46.575279,"46.575279:30.785115"
"124","Одеса","ЗНЗ","Одеська спеціальна школа № 75 I-II ступенів Одеської міської ради Одеської області","школа для дітей з вадами фізичного та розумового розвитку","46",155,"25","65038, вул. Дача Ковалевського, 85","726-56-06",NA,"school_75_odessa@mail.ru",30.741764,46.380238,"46.380238:30.741764"
"125","Одеса","ЗНЗ","Одеський ліцей з посиленою військово-фізичною підготовкою Одеської міської ради Одеської області","школа ліцей","20",250,"62","65076, вул. Профспілкова, 9","761-79-17",NA,"odvl@ukr.net",27.038624,49.425125,"49.425125:27.038624"
"126","Одеса","ЗНЗ","Одеська спеціалізована школа-інтернат №2 I-III ступенів з поглибленим вивченням англійської мови Одеської міської ради Одеської області","школа-інтернат","130",786,"10","65044, проспект Гагаріна, 6","776-20-97",NA,"іntenat_2odessa70@ukr.net",30.627996,50.445359,"50.445359:30.627996"
"127","Одеса","ЗНЗ","Одеська загальноосвітня школа–інтернат № 5 І-ІІІ ступенів Одеської міської ради Одеської області","школа-інтернат","29",150,"290","м. Одеса, 65038, вул. Дача Ковалевського, 85","786-55-92",NA,"odschool@ukr.net",30.7417635,46.3802375,"46.3802375:30.7417635"
"128","Житомир","ЗНЗ","Загальноосвітня школа I-III ступенів № 1 м. Житомира",NA,"52.0",485,NA,"10006, вул. Троянівська, 26","24-18-67",NA,NA,28.6388527,50.2530592,"50.2530592:28.6388527"
"129","Житомир","ЗНЗ","Ліцей № 2 м. Житомира",NA,"47.0",462,NA,"10007, вул. Саєнка, 56","42-95-35",NA,NA,29.915004,50.0853496,"50.0853496:29.915004"
"130","Житомир","ЗНЗ","Житомирська міська гімназія № 3","поглиблене вивчення іноземних мов","86.0",827,NA,"10014, вул. М. Грушевського, 8","22-75-32",NA,NA,30.69564,46.47732,"46.47732:30.69564"
"131","Житомир","ЗНЗ","Житомирська загальноосвітня школа I-III ступенів № 5",NA,"113.0",1521,NA,"10020, вул. О. Клосовського, 16","25-32-52",NA,NA,-73.9822683,40.7605505,"40.7605505:-73.9822683"
"132","Житомир","ЗНЗ","Загальноосвітня школа I-III ступенів № 6 ім. В.Г.Короленка м.Житомира",NA,"78.0",824,NA,"10003, майдан Короленка, 7","42-31-71",NA,NA,28.6500209,50.2625862,"50.2625862:28.6500209"
"133","Житомир","ЗНЗ","Загальноосвітня школа I-III ступенів № 7 м. Житомира",NA,"82.0",867,NA,"10003, вул. Перемоги, 79","25-26-34",NA,NA,34.122382,44.962526,"44.962526:34.122382"
"134","Житомир","ЗНЗ","Загальноосвітня школа I-III ступенів № 8 м. Житомира",NA,"67.0",819,NA,"10001, Майдан Згоди, 5","41-46-14",NA,NA,28.682543,50.2652775,"50.2652775:28.682543"
"135","Житомир","ЗНЗ","Загальноосвітня школа I-III ступенів № 10 м. Житомира",NA,"27.0",223,NA,"10007, Київське шосе, 37","42-80-76.",NA,NA,28.708803,50.276435,"50.276435:28.708803"
"136","Житомир","ЗНЗ","Житомирська загальноосвітня школа I-III ступенів № 14",NA,"59.0",575,NA,"10009, вул. Кибальчича, 7","33-39-40",NA,NA,30.598029,50.491302,"50.491302:30.598029"
"137","Житомир","ЗНЗ","Загальноосвітня школа I-III ступенів № 15 м. Житомира",NA,"33.0",254,NA,"10028, вул. Максютова, 261","26-74-27",NA,NA,-73.9521468,40.7766412,"40.7766412:-73.9521468"
"138","Житомир","ЗНЗ","Житомирська загальноосвітня школа I-III ступенів № 17",NA,"50.0",496,NA,"10030, вул. Київська, 49","47-38-73",NA,NA,30.750969,50.494514,"50.494514:30.750969"
"139","Житомир","ЗНЗ","Загальноосвітня школа I-III ступенів № 19 м. Житомира",NA,"84.0",1114,NA,"10029, вул. Л. Українки, 71","42-19-89",NA,NA,28.6683829,50.2665985,"50.2665985:28.6683829"
"140","Житомир","ЗНЗ","Загальноосвітня школа I-III ступенів № 21 м. Житомира",NA,"82.0",1174,NA,"10014, вул. 1 Травня, 6-а","47-06-55",NA,NA,32.3080444,46.1242586,"46.1242586:32.3080444"
"141","Житомир","ЗНЗ","Житомирська загальноосвітня школа I-III ступенів № 22 імені В.М. Кавуна",NA,"57.0",617,NA,"10009, вул. Космонавтів, 34","33-50-84",NA,NA,32.034089,46.936599,"46.936599:32.034089"
"142","Житомир","ЗНЗ","Житомирська міська гуманітарна гімназія № 23ім. М.Й.Очерета","поглиблене вивчення іноземних мов","135.0",1547,NA,"10014, вул. Лятошинського, 14","47-08-80",NA,NA,-74.0094471,40.7366138,"40.7366138:-74.0094471"
"143","Житомир","ЗНЗ","Житомирський екологічний ліцей № 24",NA,"127.0",1625,NA,"10024, Шевченка, 105-6","33-30-04",NA,NA,36.257232,50.000305,"50.000305:36.257232"
"144","Житомир","ЗНЗ","Ліцей № 25 ім. М.О.Щорса м. Житомира","поглиблене вивчення математики, біології","90.0",985,NA,"10014, вул. М. Бердичівська, 18","37-22-96",NA,NA,28.663782,50.251609,"50.251609:28.663782"
"145","Житомир","ЗНЗ","Загальноосвітня школа I-III ступенів № 26 м. Житомира",NA,"85.0",863,NA,"10004, пр. Миру, 59","51-63-91",NA,NA,28.603759,50.283134,"50.283134:28.603759"
"146","Житомир","ЗНЗ","Загальноосвітня школа I-III ступенів № 27 м. Житомира","поглиблене вивчення іноземних мов","78.0",965,NA,"10020, пр. Миру, 27 вул. О. Клосовського, 12","25-98-98",NA,NA,-73.9822683,40.7605505,"40.7605505:-73.9822683"
"147","Житомир","ЗНЗ","Загальноосвітня школа І-ІІІ ступенів № 28 м. Житомира імені гетьмана Івана Виговського",NA,"131.0",1459,NA,"10031, вул. М. Рибалка, 17","25-97-66",NA,NA,26.9831939,49.4380504,"49.4380504:26.9831939"
"148","Житомир","ЗНЗ","Житомирська загальноосвітня школа I-III ступенів № ЗО",NA,"89.0",881,NA,"10025, пров. Шкільний, 4","33-09-03",NA,NA,28.7084298,50.2514973,"50.2514973:28.7084298"
"149","Житомир","ЗНЗ","Житомирська загальноосвітня школа I-III ступенів № 32",NA,"зо",261,NA,"10005, вул. Чуднівська, 48","24-27-16",NA,NA,28.6474596,50.2451598,"50.2451598:28.6474596"
"150","Житомир","ЗНЗ","Житомирська загальноосвітня школа I-III ступенів № 33",NA,"71.0",775,NA,"10002, В. Бердичівська, 52","34-14-98",NA,NA,30.4798735,50.4594526,"50.4594526:30.4798735"
"151","Житомир","ЗНЗ","Житомирський міський колегіум","поглиблене вивчення іноземних мов","86.0",922,NA,"10002, вул. Мануїльського, 18","37-30-35",NA,NA,28.689132,50.251098,"50.251098:28.689132"
"152","Житомир","ЗНЗ","Загальноосвітня школа I-III ступенів № 35 м. Житомира",NA,"33.0",240,NA,"10030, вул. Івана Мазепи, 95-а","37-31-24",NA,NA,28.676652,50.263549,"50.263549:28.676652"
"153","Житомир","ЗНЗ","Загальноосвітня школа I-III ступенів № 36 ім. Домбровського м. Житомира",NA,"59.0",645,NA,"10003, вул. Домбровського, 21","37-29-60",NA,NA,-73.9874105,40.7322535,"40.7322535:-73.9874105"
"154","Житомир","ЗНЗ","Житомирський ліцей при Житомирському державному технологічному університеті","поглиблене вивчення математики, фізики, інформатики","43.0",130,NA,"10004, пр-т Миру, 26","25-66-22",NA,NA,28.607929,50.284088,"50.284088:28.607929"
"155","Житомир","ЗНЗ","Житомирська гуманітарна гімназія № 1","поглиблене вивчення іноземних мов","29.0",235,NA,"10009, вул. Вітру ка, 55","33-59-19",NA,NA,28.702495,50.239906,"50.239906:28.702495"
"156","Житомир","ЗНЗ","Вечірня загальноосвітня школа ІІ-ІІІ ступенів Житомирської міської ради",NA,"25.0",100,NA,"10020, вул. Каракульна, 15","25-94-00",NA,NA,-73.9822683,40.7605505,"40.7605505:-73.9822683"
"157","Житомир","ЗНЗ","Спеціалізована загальноосвітня школа І-III ступенів №12 ім. С.Ковальчука м.Житомира","поглиблене вивчення англійської мови","71.0",715,NA,"10014, Старий бульвар, 4","47-39-28",NA,NA,28.668338,50.250995,"50.250995:28.668338"
"158","Житомир","ЗНЗ","Загальноосвітня спеціалізована школа I-III ступенів №16 м.Житомира","поглиблене вивчення німецької мови","107.0",891,NA,"10031, вул. М. Рибалка 15","25-49-18",NA,NA,26.983178,49.437605,"49.437605:26.983178"
"159","Житомир","ЗНЗ","Житомирська спеціалізована школа I-III ступенів №20 Житомирської міської ради","поглиблене вивчення французької мови","64.0",698,NA,"10012, вул. Східна, 65","37-50-62",NA,NA,28.683799,50.26094,"50.26094:28.683799"
"160","Черкаси","ЗНЗ","Перша міська гімназія Черкаської міської ради Черкаської області","іноземна мова","68",664,NA,"18000, м. Черкаси, вул. Святотроїцька, 68","(0472) 32-58-28","http://www.fcg.ck.ua",NA,32.0542565,49.4450896,"49.4450896:32.0542565"
"161","Черкаси","ЗНЗ","Черкаська загальноосвітня школа І-ІІІ ступенів №2 Черкаської міської ради Черкаської області","хіміко-технологічний, історичний,  української мови","43",660,NA,"18028, м. Черкаси, вул. Самійла Кішки, 187","(0472) 64-84-11",NA,NA,NA,NA,"NA:NA"
"162","Черкаси","ЗНЗ","Черкаська спеціалізована школа І-ІІІ ступенів № 3 Черкаської міської ради Черкаської області","хімія, біологія, іноземна мова","55",694,NA,"18000 , м. Черкаси, вул. Байди Вишневецького, 58","(0472) 37-20-87","http://school3.ck.ua",NA,32.055734,49.4423503,"49.4423503:32.055734"
"163","Черкаси","ЗНЗ","Черкаська загальноосвітня школа І-ІІІ ступенів №4 Черкаської міської ради Черкаської області","біолого-хімічний, історичний,  математики","55",741,NA,"18005 , м. Черкаси, Кривалівська, 16","(0472) 31-24-11",NA,NA,32.0921052,49.4354895,"49.4354895:32.0921052"
"164","Черкаси","ЗНЗ","Черкаська загальноосвітня школа І - ІІІ ступенів № 5 Черкаської міської ради Черкаської області","універсальний, математичний,  українська мова, хімія","48",540,NA,"18005, м. Черкаси, Різдвяна, 60","(0472) 71-66-62","http://school-five.ck.ua",NA,32.0892956,49.425883,"49.425883:32.0892956"
"165","Черкаси","ЗНЗ","Черкаська загальноосвітня школа І-ІІІ ступенів № 6 Черкаської міської ради Черкаської області","універсальний,  українська мова, географія","39",362,NA,"18031, м. Черкаси, Гоголя, 123","(0472) 37-54-47","http://ck-school6.at.ua",NA,32.0437079,49.4501025,"49.4501025:32.0437079"
"166","Черкаси","ЗНЗ","Черкаська загальноосвітня школа І-ІІІ ступенів №7 Черкаської міської ради Черкаської області","математичний, біолого-хімічний, української філології","41",523,NA,"18031, м. Черкаси, вул. Добровольчих батальйонів, 13","(0472) 55-03-61","http://school7.ck.ua",NA,32.0239365,49.4533399,"49.4533399:32.0239365"
"167","Черкаси","ЗНЗ","Черкаська загальноосвітня школа І-ІІІ ст №8 Черкаської міської ради Черкаської області","інформатика","38",444,NA,"18008, м. Черкаси, Смілянська, 88/2","(0472) 63-85-35","http://school8ck.at.ua",NA,32.066281,49.444673,"49.444673:32.066281"
"168","Черкаси","ЗНЗ","Черкаська гімназія №9 ім. О.М.Луценка Черкаської міської ради Черкаської області","українська мова, інформатика, історія, математика, фізика, хімія, біологія, іноземна мова","95",1291,NA,"18000, м. Черкаси, вул. Ю. Іллєнка, 52","(0472) 73-75-60","http://www.gym9.ck.ua/",NA,NA,NA,"NA:NA"
"169","Черкаси","ЗНЗ","Черкаська загальноосвітня школа І-ІІІ ступенів №10 Черкаської міської ради Черкаської області","українська філологія,  українська мова","44",496,NA,"18018, м. Черкаси, просп. Хіміків, 36","(0472) 64-56-18","http://school10ck.at.ua",NA,32.042358,49.408216,"49.408216:32.042358"
"170","Черкаси","ЗНЗ","Черкаська загальноосвітня школа І-ІІІ ступенів № 11 Черкаської міської ради Черкаської області","іноземна філологія","44",543,NA,"18015, м. Черкаси, вул. Надпільна, 291","(0472) 37-55-44","http://school11ck.ucoz.ua",NA,32.0604283,49.4362657,"49.4362657:32.0604283"
"171","Черкаси","ЗНЗ","Черкаська загальноосвітня школа І- ІІІ ступенів № 12 Черкаської міської ради Черкаської області","математичний, української філології","49",677,NA,"18000, м. Черкаси, вул. Богдана Хмельницького, 118","(0472) 32-08-04","http://school12.edukit.ck.ua",NA,32.0658393,49.4309096,"49.4309096:32.0658393"
"172","Черкаси","ЗНЗ","Черкаська спеціалізована школа І-ІІІ ступенів № 13 Черкаської міської ради Черкаської області","українська філологія,  українська мова, економіка","52",692,NA,"18030, м. Черкаси, вул. Гетьмана Сагайдачного, 146","(0472) 73-17-20","http://school13.ck.ua",NA,32.0939398,49.4082228,"49.4082228:32.0939398"
"173","Черкаси","ЗНЗ","Черкаська загальноосвітня школа І-ІІІ ступенів №15 Черкаської міської ради Черкаської області","математичний, хіміко-технологічний, українська філологія, військово-спортивний","66",756,NA,"18006, м. Черкаси, вул. Кобзарська, 77","(0472) 71-35-95","http://school15.ck.ua",NA,32.1007169,49.4223016,"49.4223016:32.1007169"
"174","Черкаси","ЗНЗ","Черкаська спеціалізована школа І-ІІІ ступенів №17 Черкаської міської ради Черкаської області","українська філологія, історичний,  англійська мова, математика, фізика","132",1941,NA,"18000, м. Черкаси, вул. Хрещатик, 218","(0472) 32-12-33","http://www.school17.ck.ua",NA,32.0613909,49.4459759,"49.4459759:32.0613909"
"175","Черкаси","ЗНЗ","Черкаська спеціалізована школа I-III ступенів №18 Черкаської міської ради Черкаської області","інформатика, англійська мова, українська мова, математика, біологія","69",1000,NA,"18028, м. Черкаси, вул. Нечуя -Левицького, 12","(0472) 64-75-00",NA,NA,32.058837,49.4084985,"49.4084985:32.058837"
"176","Черкаси","ЗНЗ","Черкаська загальноосвітня школа І-ІІІ ступенів №19 Черкаської міської ради Черкаської області","біолого-хімічний, хімія","43",549,NA,"18031, м. Черкаси, Університетська, 62а","(0472) 65-90-79","http://sites.google.com/site/school19ck",NA,32.039352,49.449225,"49.449225:32.039352"
"177","Черкаси","ЗНЗ","Черкаська спеціалізована школа І - ІІІ ступенів № 20 Черкської міської ради","універсальний,  українська мова, музичне мистецтво, образотворче мистецтво","68",710,NA,"18003, м. Черкаси, вул. Бидгощська, 3","(0472) 64-82-50","http:// ckschool20.at.ua",NA,32.0612831,49.4217129,"49.4217129:32.0612831"
"178","Черкаси","ЗНЗ","Черкаська загальноосвітня школа I-III ступенів № 21 Черкаської міської ради Черкаської області","історичний, українська філологія","49",619,NA,"18005, м. Черкаси, вул. Нижня Горова, 82","(0472) 72-49-38","http://sch21cks.at.ua",NA,32.0990037,49.4318649,"49.4318649:32.0990037"
"179","Черкаси","ЗНЗ","Черкаська загальноосвітня школа І - ІІІ ступенів № 22 Черкаської міської ради Черкаської області","українська філологія,  українська мова","38",473,NA,"18020, м. Черкаси, вул. Кобзарська, 108","(0472) 73-78-40","http://ckschool22.at.ua",NA,32.0904492,49.4152746,"49.4152746:32.0904492"
"180","Черкаси","ЗНЗ","Черкаський колегіум ""Берегиня"" Черкаської міської ради Черкаської області","математика, українська мова","65",1021,NA,"18008 , м. Черкаси, вул. Хоменко, 14/1","(0472) 63-78-45","http://bereginea.at.ua",NA,32.039525,49.427716,"49.427716:32.039525"
"181","Черкаси","ЗНЗ","Черкаська загальноосвітня школа І-ІІІ ступенів № 24 Черкаської міської ради Черкаської області","універсальний, українська філологія,  українська мова","43",514,NA,"18003, м. Черкаси, Бидгощська, 1","(0472) 63-25-80","http://sh24.ucoz.com",NA,32.070908,49.415982,"49.415982:32.070908"
"182","Черкаси","ЗНЗ","Черкаська загальноосвітня школа І-ІІІ ступенів № 25 Черкаської міської ради Черкаської області","історичний, українська філологія","33",379,NA,"18030 , м. Черкаси, вул. Нарбутівська, 206","(0472) 73-16-92","http://school25ck.at.ua",NA,32.0989836,49.411389,"49.411389:32.0989836"
"183","Черкаси","ЗНЗ","Черкаська загальноосвітня школа І-ІІІ ступенів № 26 ім. І.Ф. Момота Черкаської міської ради Черкаської області","математичний, екологічний, історія україни","45",572,NA,"18029, м. Черкаси, вул. Олени Теліги, 15","(0472) 66-07-49","http://school26-ck.at.ua",NA,32.0222605,49.425052,"49.425052:32.0222605"
"184","Черкаси","ЗНЗ","Черкаська спеціалізована школа №27 I -III ступенів ім. М. К. Путейка Черкаської міської ради Черкаської області","англійська мова","61",707,NA,"18032, м. Черкаси, вул. Сумгаїтська, 22","(0472) 66-25-75","http://school27ck.narod.ru",NA,32.0166978,49.4353284,"49.4353284:32.0166978"
"185","Черкаси","ЗНЗ","Черкаська спеціалізована школа І-ІІІ ступенів №28 ім. Т.Г. Шевченка Черкаської міської ради Черкаської області","українська мова, англійська мова","80",955,NA,"18029, м. Черкаси, вул. Героїв Майдану, 3","(0472) 66-18-95","http://sch28.at.ua/",NA,32.0065624,49.433557,"49.433557:32.0065624"
"186","Черкаси","ЗНЗ","Черкаська загальноосвітня школа І-ІІІ ступенів №29 Черкаської міської ради Черкаської області","українська мова","28",250,NA,"18035, м. Черкаси, вул. Карбишева, 5","(0472) 31-02-53","http://sch29.at.ua",NA,31.9822527,49.4832009,"49.4832009:31.9822527"
"187","Черкаси","ЗНЗ","Черкаська загальноосвітня школа І-ІІІ ступенів № 30 Черкаської міської ради Черкаської області","математичний,  українська мова, інформатика","67",885,NA,"18029, м. Черкаси, вул. Батицького, 14","(0472) 66-68-37","http://www.school30ck.ucoz.ua",NA,32.0166164,49.4264905,"49.4264905:32.0166164"
"188","Черкаси","ЗНЗ","Черкаська гімназія № 31 Черкаської міської ради Черкаської області","англійська мова, математика, історія, німецька мова","96",1235,NA,"18021, м. Черкаси, вул. Героїв Дніпра, 27","(0472) 72-41-08","http://gymnasia31.ck.ua",NA,32.0889169,49.4368391,"49.4368391:32.0889169"
"189","Черкаси","ЗНЗ","Черкаська загальноосвітня школа І-ІІІ ступенів №32 Черкаської міської ради Черкаської області","українська філологія,  математика, інформатика","59",927,NA,"18024, м. Черкаси, вул. героїв Майдану, 10","(0472) 66-09-44","http://school32.ck.ua",NA,32.0026396,49.4339215,"49.4339215:32.0026396"
"190","Черкаси","ЗНЗ","Черкаська спеціалізована школа І-ІІІ ступенів №33 ім. В. Симоненка Черкаської міської ради Черкаської області","англійська мова, біологія","61",797,NA,"18021, м. Черкаси, вул. Героів Дніпра, 13","(0472) 72-72-34","http://school33.sch.in.ua",NA,32.0935005,49.4381081,"49.4381081:32.0935005"
"191","Черкаси","ЗНЗ","Черкаський навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів - ліцей спортивного профілю №34"" Черкаської міської ради Черкаської області","українська філологія, універсальний,  математика, українська мова","56",677,NA,"18021, м. Черкаси, вул. Гагаріна, 91","(0472) 54-23-20","http://nvkschool34.at.ua",NA,32.0807909,49.4369731,"49.4369731:32.0807909"
"192","Черкаси","ЗНЗ","Черкаський гуманітарно-правовий ліцей Черкаської міської ради Черкаської області","англійська мова, історія, право","33",312,NA,"18015, м. Черкаси, вул. Надпільна, 291","(0472) 33-09-49","http://www.gplyceum.org.ua",NA,32.0604283,49.4362657,"49.4362657:32.0604283"
"193","Черкаси","ЗНЗ","Черкаський фізико-математичний ліцей Черкаської міської ради Черкаської області","математика, фізика","28",354,NA,"18005, м. Черкаси, вул. Благовісна, 280","(0472) 31-43-95","http://phymly.ck.sch.in.ua",NA,32.0759796,49.42899,"49.42899:32.0759796"
"194","Черкаси","ЗНЗ","Черкаське навчально-виховне обєднання ""Дошкільний навчальний заклад-загальноосвітня школа І-ІІ ступенів №36"" ім. Героїв-прикордонників Черкаської міської ради Черкаської області",NA,"20",107,NA,"19601, м. Черкаси, с-ще Оршанець, вул. підполковника Красніка, 3","(0472) 50-04-72","http://nvo36.ck.sch.in.ua",NA,-75.9405178,40.3537241,"40.3537241:-75.9405178"
